,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48ae83,2025-04-16 21:52:55,EPWA,2025-04-16 22:09:16,,LOT7YE  ,1036,3,,,1,0
1,48ad00,2025-04-16 21:29:48,EPWA,2025-04-16 22:13:34,EYVI,LOT773  ,1142,49,259.0,52.0,1,2
2,48ac81,2025-04-16 21:28:24,EPWA,2025-04-16 21:59:13,EPKK,LOT3911 ,1238,3,322.0,20.0,1,0
3,48ada7,2025-04-16 21:26:42,EPWA,2025-04-16 22:07:33,LZKZ,LOT517  ,1259,11,3579.0,67.0,1,1
4,48af19,2025-04-16 21:25:25,EPWA,2025-04-16 22:44:33,LROP,LOT1KY  ,977,34,1970.0,26.0,1,2
5,48ad19,2025-04-16 21:17:30,EPWA,2025-04-16 21:46:36,EPRZ,LOT3803 ,1096,26,3114.0,91.0,1,1
6,48ad86,2025-04-16 20:53:21,EPWA,2025-04-16 21:19:14,EPKT,LOT87M  ,817,64,6410.0,260.0,1,1
7,48ad0c,2025-04-16 20:52:05,EPWA,2025-04-16 21:40:08,EPWR,LOT2KH  ,1050,26,197.0,14.0,1,2
8,48ad08,2025-04-16 20:50:47,EPWA,2025-04-16 21:25:50,EPPO,LOT9WK  ,942,49,172.0,12.0,1,3
9,3c5429,2025-04-16 20:01:56,EPWA,2025-04-16 21:03:10,EDDP,BCS5547 ,979,11,1052.0,41.0,1,6
10,48c210,2025-04-16 19:26:01,EPWA,2025-04-16 20:05:05,EPPO,SPRRR   ,661,133,532.0,12.0,1,3
11,48af12,2025-04-16 19:19:40,EPWA,2025-04-16 21:28:51,EGLL,LOT285  ,1089,42,2919.0,81.0,1,5
12,a40455,2025-04-16 19:14:19,EPWA,2025-04-16 20:44:58,EDKB,UPS273  ,272,26,8016.0,686.0,1,2
13,48ad0e,2025-04-16 19:08:51,EPWA,2025-04-16 20:03:36,EDDB,LOT7AN  ,1050,26,3334.0,74.0,1,4
14,48af0c,2025-04-16 19:01:37,EPWA,2025-04-16 20:16:59,ESGG,LOT49H  ,1137,42,6426.0,272.0,1,1
15,48ad09,2025-04-16 18:56:31,EPWA,2025-04-16 20:24:50,EDDF,LOT3MA  ,1041,34,2998.0,262.0,1,5
16,48ad0b,2025-04-16 18:46:50,EPWA,2025-04-16 19:55:10,EDDM,LOT355  ,986,49,3517.0,87.0,1,3
17,48ad0d,2025-04-16 18:45:31,EPWA,2025-04-16 19:56:23,EDDH,LOT397  ,1142,19,1692.0,37.0,1,3
18,48ad00,2025-04-16 18:44:06,EPWA,2025-04-16 19:21:51,EPWR,LOT3859 ,1414,11,435.0,14.0,1,2
19,489788,2025-04-16 18:38:44,EPWA,2025-04-16 19:08:16,EPPO,LOT3AV  ,1124,26,265.0,12.0,1,3
20,4d200e,2025-04-16 18:37:06,EPWA,2025-04-16 19:18:58,,WZZ40WJ ,1232,26,,,1,0
21,48ada8,2025-04-16 18:35:14,EPWA,2025-04-16 19:29:12,LKPR,LOT529  ,1103,103,182.0,31.0,1,8
22,48ad83,2025-04-16 18:33:33,EPWA,2025-04-16 20:14:30,EBBR,LOT1KE  ,968,34,1883.0,2.0,1,3
23,48adac,2025-04-16 18:31:49,EPWA,2025-04-16 19:58:46,LROP,LOT639  ,1264,11,1958.0,18.0,1,2
24,48ada2,2025-04-16 18:28:37,EPWA,2025-04-16 20:07:34,EHAM,LOT6MB  ,1066,64,5789.0,3.0,1,0
25,48ada0,2025-04-16 18:27:12,EPWA,2025-04-16 20:35:05,LTFM,LOT3MT  ,1243,34,8010.0,335.0,1,2
26,48ada6,2025-04-16 18:25:49,EPWA,2025-04-16 20:40:28,LFPB,LOT2NC  ,1227,3,5810.0,238.0,1,8
27,48ad0f,2025-04-16 18:21:04,EPWA,2025-04-16 19:49:50,EDDL,LOT5NG  ,1494,19,2537.0,92.0,1,3
28,4b1801,2025-04-16 18:19:00,EPWA,2025-04-16 20:05:59,LSZH,SWR9BV  ,1284,19,332.0,10.0,1,7
29,48ad10,2025-04-16 18:17:15,EPWA,2025-04-16 18:37:59,,LOT3825 ,1264,11,,,1,0
30,489786,2025-04-16 18:15:47,EPWA,2025-04-16 18:51:10,EPZG,LOT3LX  ,947,34,7511.0,359.0,1,0
31,48ad82,2025-04-16 18:13:00,EPWA,2025-04-16 18:44:17,EPKK,LOT3921 ,1353,42,32.0,12.0,1,1
32,4d248e,2025-04-16 17:58:56,EPWA,2025-04-16 20:38:48,LICB,WMT55AC ,1629,49,18325.0,1958.0,1,0
33,4ac9f8,2025-04-16 17:57:00,EPWA,2025-04-16 19:04:02,EKCH,SAS2752 ,1057,64,2050.0,78.0,1,0
34,4852f6,2025-04-16 17:38:17,EPWA,2025-04-16 19:20:59,EHAM,KLM1318 ,1376,3,5538.0,10.0,1,0
35,48ad02,2025-04-16 17:32:06,EPWA,2025-04-16 18:11:57,EPSC,LOT3935 ,1403,26,28121.0,1400.0,1,0
