,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48ac80,2025-04-29 21:20:30,EPWA,2025-04-29 21:49:16,LKSU,LOT3827 ,689,72,10649.0,1089.0,1,2
1,48af05,2025-04-29 21:17:32,EPWA,2025-04-29 21:43:31,EPKT,LOT87M  ,638,64,7050.0,230.0,1,1
2,48af0c,2025-04-29 21:16:38,EPWA,2025-04-29 22:36:27,EETN,LOT7YE  ,639,41,1130.0,32.0,1,1
3,48ada2,2025-04-29 21:15:00,EPWA,2025-04-29 21:43:48,EPKK,LOT3911 ,933,72,529.0,81.0,1,0
4,48ad09,2025-04-29 21:04:40,EPWA,2025-04-29 21:36:44,EPRJ,LOT3803 ,1077,49,909.0,2.0,1,1
5,48ad08,2025-04-29 21:02:18,EPWA,2025-04-29 22:31:13,LBSF,LOT635  ,785,41,3488.0,5.0,1,1
6,48ad10,2025-04-29 21:01:01,EPWA,2025-04-29 22:22:42,LROP,LOT1KY  ,1124,11,1980.0,41.0,1,2
7,48ad0c,2025-04-29 20:55:34,EPWA,2025-04-29 21:36:21,EPWR,LOT2KH  ,709,72,48.0,85.0,1,2
8,48978a,2025-04-29 20:45:32,EPWA,2025-04-29 21:17:08,EPPO,LOT9WK  ,782,64,516.0,86.0,1,3
9,48ad0d,2025-04-29 20:43:16,EPWA,2025-04-29 21:22:45,EYVI,LOT773  ,855,49,288.0,52.0,1,2
10,3c542b,2025-04-29 19:57:42,EPWA,2025-04-29 20:53:03,EDDP,BCS5547 ,782,41,1193.0,96.0,1,6
11,48ae85,2025-04-29 19:47:42,EPWA,2025-04-29 22:59:52,UG22,LOT723  ,1295,3,11850.0,1606.0,1,3
12,440b2f,2025-04-29 19:39:39,EPWA,2025-04-29 21:35:33,LFPG,TAY2IX  ,528,26,3303.0,43.0,1,8
13,a49ae3,2025-04-29 19:14:41,EPWA,2025-04-29 20:36:41,EDDK,UPS273  ,487,3,1943.0,84.0,1,2
14,48ad00,2025-04-29 19:03:15,EPWA,2025-04-29 20:34:09,ETOU,LOT3MA  ,1306,18,6065.0,2175.0,1,4
15,48adaf,2025-04-29 19:01:02,EPWA,2025-04-29 20:20:34,ESGG,LOT49H  ,1101,3,11929.0,501.0,1,3
16,48adac,2025-04-29 18:58:02,EPWA,2025-04-29 19:36:29,,LOT6AD  ,802,56,,,1,0
17,48ad86,2025-04-29 18:56:17,EPWA,2025-04-29 20:10:28,EKCH,LOT4WM  ,1170,11,10520.0,246.0,1,1
18,48ada0,2025-04-29 18:51:37,EPWA,2025-04-29 19:41:09,EDDB,LOT7AN  ,816,34,1177.0,17.0,1,2
19,48ad0e,2025-04-29 18:48:50,EPWA,2025-04-29 19:22:02,EPPO,LOT3AV  ,935,56,175.0,86.0,1,3
20,4d24b4,2025-04-29 18:47:34,EPWA,2025-04-29 22:51:48,BIKF,WZZ40WJ ,1465,49,3122.0,115.0,1,0
21,489787,2025-04-29 18:47:00,EPWA,2025-04-29 19:56:44,EDDM,LOT355  ,1091,11,4555.0,87.0,1,4
22,48ad01,2025-04-29 18:44:30,EPWA,2025-04-29 19:54:11,EDDH,LOT397  ,1158,49,1465.0,69.0,1,3
23,48ad19,2025-04-29 18:42:44,EPWA,2025-04-29 20:38:49,LFPG,LOT2NC  ,953,56,3714.0,12.0,1,8
24,48af0f,2025-04-29 18:40:44,EPWA,2025-04-29 20:45:49,EGLL,LOT285  ,809,26,2928.0,25.0,1,8
25,48ada1,2025-04-29 18:39:00,EPWA,2025-04-29 19:35:39,LKPR,LOT529  ,700,56,4250.0,39.0,1,8
26,48ada5,2025-04-29 18:36:03,EPWA,2025-04-29 20:34:00,EBBR,LOT1KE  ,649,56,10646.0,401.0,1,4
27,48ad0b,2025-04-29 18:33:20,EPWA,2025-04-29 20:12:30,EHAM,LOT6MB  ,847,49,2301.0,110.0,1,1
28,48ad85,2025-04-29 18:31:39,EPWA,2025-04-29 18:58:05,EPKT,LOT3887 ,430,11,6830.0,214.0,1,1
29,48ae81,2025-04-29 18:27:30,EPWA,2025-04-29 18:57:21,EPKK,LOT3921 ,1657,49,1313.0,58.0,1,1
30,502ce7,2025-04-29 18:25:19,EPWA,2025-04-29 20:18:31,LSZH,SWR9BV  ,744,18,1484.0,88.0,1,7
31,489788,2025-04-29 18:24:01,EPWA,2025-04-29 19:55:57,EDDL,LOT5NG  ,732,26,302.0,105.0,1,4
32,48ada4,2025-04-29 18:22:12,EPWA,2025-04-29 20:36:14,LTFM,LOT3MT  ,930,56,6067.0,259.0,1,2
33,489786,2025-04-29 18:16:25,EPWA,2025-04-29 18:51:08,EPWR,LOT3859 ,1109,41,70.0,77.0,1,2
34,45ac50,2025-04-29 18:01:22,EPWA,2025-04-29 19:07:49,ESML,SAS2752 ,692,11,9710.0,154.0,1,3
35,04018f,2025-04-29 17:58:11,EPWA,2025-04-29 18:47:59,LOWW,ETH731  ,787,26,969.0,83.0,1,2
36,48ad83,2025-04-29 17:56:46,EPWA,2025-04-29 18:33:40,EPZG,LOT3LX  ,832,41,9858.0,390.0,1,0
37,44082b,2025-04-29 17:51:06,EPWA,2025-04-29 18:43:50,LOWW,AUA6P   ,604,49,1138.0,76.0,1,2
38,505c09,2025-04-29 17:49:34,EPWA,2025-04-29 18:36:08,LZIB,SSG001  ,1794,57,1020.0,87.0,1,3
39,48ad02,2025-04-29 17:46:38,EPWA,2025-04-29 18:26:42,,LOT3935 ,575,49,,,1,0
40,484f18,2025-04-29 17:45:22,EPWA,2025-04-29 18:00:27,,KLM1318 ,2428,163,,,1,0
41,4b9865,2025-04-29 17:43:17,EPWA,2025-04-29 20:33:32,,TCFCE   ,73,41,,,1,0
42,3c65c5,2025-04-29 17:32:05,EPWA,2025-04-29 18:59:52,EDDF,DLH6MV  ,487,3,6364.0,19.0,1,5
43,451e92,2025-04-29 17:27:35,EPWA,2025-04-29 18:56:19,LBSF,BGF001  ,671,19,4952.0,78.0,1,1
44,4692da,2025-04-29 17:13:09,EPWA,2025-04-29 19:15:01,,AEE873  ,989,11,,,1,0
