,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,4d252b,2025-04-05 18:51:31,,2025-04-05 22:51:10,EPWA,WZZ9P   ,,,1619,19,0,1
1,4d24d6,2025-04-05 18:44:00,LMML,2025-04-05 21:27:33,EPWA,WZZ5782 ,1942.0,0.0,1636,34,0,1
2,4d245f,2025-04-05 18:33:40,LEBL,2025-04-05 21:07:41,EPWA,WZZ6366 ,1640.0,34.0,1711,42,0,1
3,471f6b,2025-04-05 17:45:37,LEMD,2025-04-05 21:02:47,EPWA,WZZ506  ,7235.0,191.0,1913,42,1,1
4,471f6a,2025-04-05 18:47:15,EGGW,2025-04-05 20:56:35,EPWA,WZZ65ZL ,1135.0,22.0,1579,19,0,1
5,471efd,2025-04-05 19:09:00,LSZM,2025-04-05 20:54:16,EPWA,WZZ55LZ ,2304.0,4.0,1647,26,1,1
6,4d200e,2025-04-05 19:07:01,LIME,2025-04-05 20:50:09,EPWA,WZZ9100 ,2425.0,424.0,1588,34,1,1
7,471f64,2025-04-05 18:55:09,LIRP,2025-04-05 20:45:48,EPWA,WZZ297T ,1046.0,120.0,2087,57,0,1
8,489229,2025-04-05 15:51:22,LPMA,2025-04-05 20:40:46,EPWA,ENT73EB ,967.0,10.0,1562,26,0,1
9,484131,2025-04-05 18:55:10,EHAM,2025-04-05 20:38:22,EPWA,KLM73D  ,1776.0,65.0,1635,26,0,1
10,48af0e,2025-04-05 17:11:08,,2025-04-05 20:36:33,EPWA,LOT6690 ,,,1803,42,0,1
11,3c6749,2025-04-05 19:08:41,EDDF,2025-04-05 20:34:21,EPWA,DLH5UX  ,2005.0,34.0,1574,34,1,1
12,471fa0,2025-04-05 17:38:39,LEPA,2025-04-05 20:31:49,EPWA,WZZ90GH ,2173.0,174.0,1705,42,1,1
13,4892c4,2025-04-05 16:21:23,,2025-04-05 20:27:52,EPWA,ENT72NP ,,,1724,34,0,1
14,48af11,2025-04-05 17:49:02,,2025-04-05 20:24:51,EPWA,LOT6342 ,,,1635,34,0,1
15,39bda7,2025-04-05 18:19:11,LFPG,2025-04-05 20:22:45,EPWA,AFR21LR ,1485.0,101.0,1604,34,2,1
16,48ac81,2025-04-05 18:17:38,LFPG,2025-04-05 20:20:19,EPWA,LOT336  ,1723.0,55.0,1535,26,2,1
