,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48af11,2025-04-14 19:54:00,EGLL,2025-04-14 21:44:07,EPWA,LOT2EJ  ,1004.0,195.0,2213,49,2,1
1,471f70,2025-04-14 19:49:13,,2025-04-14 21:32:19,EPWA,WZZ5474 ,,,2385,57,0,1
2,471f64,2025-04-14 19:15:49,EGGW,2025-04-14 21:06:03,EPWA,WZZ65ZL ,1821.0,274.0,2367,57,0,1
3,471f74,2025-04-14 19:22:02,LIME,2025-04-14 20:48:46,EPWA,WZZ9100 ,2493.0,409.0,1919,26,1,1
4,44ce6c,2025-04-14 19:08:43,EBMB,2025-04-14 20:41:57,EPWA,BEL9AN  ,566.0,92.0,2205,57,2,1
5,471f6b,2025-04-14 18:13:19,LMML,2025-04-14 20:39:51,EPWA,WZZ5782 ,1654.0,0.0,2503,64,0,1
6,471f6d,2025-04-14 17:29:38,LPPR,2025-04-14 20:37:59,EPWA,WZZ90KR ,1311.0,189.0,2515,64,1,1
7,4892c4,2025-04-14 14:32:48,,2025-04-14 20:35:43,EPWA,ENT5140 ,,,2232,49,0,1
8,48af08,2025-04-14 17:22:33,LEMG,2025-04-14 20:33:50,EPWA,LOT6608 ,7243.0,715.0,2153,49,0,1
9,4d241a,2025-04-14 17:49:25,LEMD,2025-04-14 20:31:53,EPWA,WZZ506  ,3624.0,427.0,2855,87,1,1
10,471f32,2025-04-14 18:13:35,LEBL,2025-04-14 20:28:48,EPWA,WZZ6366 ,1403.0,110.0,2427,64,0,1
11,48da43,2025-04-14 20:01:00,,2025-04-14 20:22:40,EPWA,PLF633  ,,,1876,72,0,1
12,3c6759,2025-04-14 19:09:14,EDDF,2025-04-14 20:21:14,EPWA,DLH5UX  ,983.0,87.0,2908,87,1,1
13,48ad0b,2025-04-14 19:41:08,EPKK,2025-04-14 20:15:58,EPWA,LOT3922 ,380.0,4.0,500,11,0,1
14,485a32,2025-04-14 18:48:16,EHAM,2025-04-14 20:13:12,EPWA,KLM73D  ,1767.0,71.0,2329,57,0,1
15,48ad08,2025-04-14 19:33:31,EPWR,2025-04-14 20:07:56,EPWA,LOT3860 ,689.0,21.0,2239,49,1,1
16,48d961,2025-04-14 18:40:13,ELLX,2025-04-14 20:03:13,EPWA,PLF106  ,176.0,157.0,5364,217,0,1
17,48af10,2025-04-14 18:20:10,LFPG,2025-04-14 20:02:59,EPWA,LOT336  ,1592.0,200.0,3532,125,2,1
18,48ad0e,2025-04-14 19:20:51,,2025-04-14 20:00:17,EPWA,LOT9KM  ,,,3743,141,0,1
19,48af0c,2025-04-14 18:22:38,EBMB,2025-04-14 19:53:33,EPWA,LOT4HE  ,438.0,84.0,2329,57,2,1
20,48ad0f,2025-04-14 18:42:30,EDDM,2025-04-14 19:43:49,EPWA,LOT6HT  ,1182.0,125.0,1744,34,0,1
21,48ad09,2025-04-14 18:14:31,ELLX,2025-04-14 19:40:51,EPWA,LOT2YM  ,479.0,65.0,797,3,0,1
