,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,4d200e,2025-04-29 19:25:50,LIRF,2025-04-29 21:26:53,EPWA,WZZ80EX ,248.0,34.0,842,72,0,1
1,471f74,2025-04-29 19:38:35,LSZM,2025-04-29 21:22:51,EPWA,WZZ55LZ ,911.0,71.0,1673,41,1,1
2,471f70,2025-04-29 19:34:20,LIME,2025-04-29 21:13:43,EPWA,WZZ9100 ,2320.0,264.0,1905,34,1,1
3,48af09,2025-04-29 17:41:01,,2025-04-29 21:08:51,EPWA,LOT6118 ,,,1946,26,0,1
4,471f64,2025-04-29 17:37:07,LEMG,2025-04-29 21:05:16,EPWA,WZZ17VY ,4830.0,562.0,1705,41,0,1
5,471f63,2025-04-29 18:18:45,LEBL,2025-04-29 20:59:45,EPWA,WZZ6366 ,1807.0,3.0,1689,49,0,1
6,471f41,2025-04-29 17:48:19,LEMD,2025-04-29 20:58:07,EPWA,WZZ506  ,2625.0,198.0,1590,34,1,1
7,471fa0,2025-04-29 18:11:45,LMML,2025-04-29 20:49:07,EPWA,WZZ5782 ,2016.0,53.0,1526,41,0,1
8,4d245f,2025-04-29 18:07:33,LEPA,2025-04-29 20:46:50,EPWA,WZZ90GH ,13524.0,1447.0,1496,49,1,1
9,39bdab,2025-04-29 18:48:30,LFPG,2025-04-29 20:44:25,EPWA,AFR21LR ,1072.0,55.0,1612,41,3,1
10,4d201e,2025-04-29 15:56:48,LPMA,2025-04-29 20:41:27,EPWA,WZZ26MQ ,878.0,2.0,1522,41,0,1
11,471f32,2025-04-29 18:49:00,LIRP,2025-04-29 20:40:02,EPWA,WZZ297T ,1402.0,59.0,1629,34,0,1
12,4d2425,2025-04-29 19:23:21,,2025-04-29 20:37:47,EPWA,WZZ462  ,,,1565,41,0,1
13,44081e,2025-04-29 19:32:34,LOWW,2025-04-29 20:32:58,EPWA,AUA6AW  ,194.0,76.0,1649,41,0,1
14,48ae82,2025-04-29 18:55:11,,2025-04-29 20:27:53,EPWA,LOT6590 ,,,4194,95,0,1
15,484132,2025-04-29 18:48:18,EHAM,2025-04-29 20:20:00,EPWA,KLM73D  ,4723.0,95.0,4767,118,0,1
16,489786,2025-04-29 19:44:05,EPWR,2025-04-29 20:19:20,EPWA,LOT3860 ,744.0,77.0,4931,141,1,1
17,3c6754,2025-04-29 18:50:38,EDDF,2025-04-29 20:11:33,EPWA,DLH5UX  ,1147.0,57.0,1598,34,1,1
18,48ad09,2025-04-29 19:27:49,EPGD,2025-04-29 20:04:20,EPWA,LOT7VL  ,2264.0,574.0,884,72,0,1
19,48af05,2025-04-29 18:07:01,LFPG,2025-04-29 20:00:13,EPWA,LOT336  ,1901.0,93.0,863,72,2,1
20,48ad02,2025-04-29 19:12:32,,2025-04-29 19:54:13,EPWA,LOT9KM  ,,,1435,49,0,1
21,4c31e1,2025-04-29 17:55:06,LSGG,2025-04-29 19:52:03,EPWA,YUMPB   ,1434.0,126.0,1392,41,1,1
