,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,4d24ad,2025-04-23 20:39:33,EGGW,2025-04-23 22:34:48,EPWA,WZZ65ZL ,1261.0,37.0,1413,11,0,1
1,471efd,2025-04-23 19:40:34,LMML,2025-04-23 22:09:17,EPWA,WZZ5782 ,1990.0,30.0,1675,19,0,1
2,48d980,2025-04-23 21:17:26,EPWR,2025-04-23 21:55:19,EPWA,PLF110  ,358.0,1.0,1626,11,1,1
3,471f32,2025-04-23 09:36:14,EPWA,2025-04-23 21:20:52,EPWA,WZZ495  ,880.0,3.0,1982,34,1,1
4,49d1e2,2025-04-23 19:03:03,LROP,2025-04-23 21:08:01,EPWA,OKCTP   ,3392.0,292.0,1388,3,1,1
5,471f73,2025-04-23 19:14:37,LIRF,2025-04-23 21:05:33,EPWA,WZZ80EX ,223.0,178.0,1689,11,0,1
6,4d24b4,2025-04-23 18:24:17,,2025-04-23 21:03:09,EPWA,WZZ51AH ,,,1581,11,0,1
7,471f70,2025-04-23 19:30:38,LIME,2025-04-23 21:00:48,EPWA,WZZ9100 ,2110.0,234.0,1700,11,1,1
8,471f64,2025-04-23 19:30:31,LIPE,2025-04-23 20:58:17,EPWA,WZZ5474 ,1656.0,236.0,1711,11,0,1
9,471fa0,2025-04-23 17:38:37,LETO,2025-04-23 20:42:23,EPWA,WZZ506  ,13149.0,914.0,1847,34,1,1
10,44081e,2025-04-23 19:31:38,LOWW,2025-04-23 20:29:05,EPWA,AUA6AW  ,142.0,15.0,1984,26,0,1
11,3c6597,2025-04-23 19:04:12,EDDM,2025-04-23 20:26:09,EPWA,DLH3CN  ,2005.0,80.0,1537,11,1,1
12,48978a,2025-04-23 19:46:34,EPWR,2025-04-23 20:23:50,EPWA,LOT3860 ,678.0,1.0,1089,18,1,1
13,48af11,2025-04-23 18:28:45,LFPG,2025-04-23 20:21:40,EPWA,LOT336  ,1758.0,63.0,1597,11,3,1
14,471f36,2025-04-23 16:52:03,LEMG,2025-04-23 20:19:39,EPWA,WZZ17VY ,3998.0,418.0,1863,26,0,1
