,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48978a,2025-04-05 21:35:54,EPWA,2025-04-05 22:59:14,EETN,LOT7YE  ,1289,49,240.0,70.0,1,1
1,489789,2025-04-05 21:24:30,EPWA,2025-04-05 21:57:48,EPKK,LOT3911 ,451,72,400.0,4.0,1,1
2,48ada6,2025-04-05 21:22:31,EPWA,2025-04-05 22:42:41,LROP,LOT1KY  ,745,3,6072.0,285.0,1,2
3,48adae,2025-04-05 21:19:02,EPWA,2025-04-05 22:05:46,EYVI,LOT773  ,752,3,140.0,15.0,1,2
4,48ad00,2025-04-05 21:06:37,EPWA,2025-04-05 21:39:30,EPWR,LOT2KH  ,795,26,98.0,54.0,1,2
5,48ad80,2025-04-05 21:00:17,EPWA,2025-04-05 21:34:29,EPGD,LOT3827 ,289,42,4297.0,102.0,1,2
6,461f9e,2025-04-05 20:57:38,EPWA,2025-04-05 22:26:52,EFHK,FIN3RB  ,673,11,3159.0,85.0,1,2
7,48ada4,2025-04-05 19:32:01,EPWA,2025-04-05 20:57:47,EETN,LOT789  ,661,11,282.0,62.0,1,1
8,3938b7,2025-04-05 19:10:08,EPWA,2025-04-05 20:07:38,LOWW,DSO05FX ,92,49,75.0,0.0,1,2
9,471f31,2025-04-05 19:05:43,EPWA,2025-04-05 22:53:05,BIKF,WZZ40WJ ,724,26,1105.0,59.0,1,0
10,489788,2025-04-05 18:53:01,EPWA,2025-04-05 20:15:09,EDDF,LOT3MA  ,697,11,2954.0,11.0,1,5
11,489787,2025-04-05 18:47:40,EPWA,2025-04-05 19:52:38,EDDM,LOT355  ,966,26,2319.0,34.0,1,4
12,48ada5,2025-04-05 18:43:43,EPWA,2025-04-05 20:29:52,LTFM,LOT3MT  ,841,34,21027.0,922.0,1,0
13,48ada0,2025-04-05 18:41:05,EPWA,2025-04-05 20:17:25,EBBR,LOT1KE  ,485,80,1753.0,25.0,1,3
14,48ad0d,2025-04-05 18:36:32,EPWA,2025-04-05 20:09:03,EHAM,LOT6MB  ,466,26,2928.0,49.0,1,1
15,48ad19,2025-04-05 18:35:00,EPWA,2025-04-05 19:06:46,EPWR,LOT3859 ,473,34,496.0,39.0,1,2
16,48ad0b,2025-04-05 18:33:40,EPWA,2025-04-05 19:49:46,LROP,LOT639  ,595,34,5712.0,254.0,1,2
17,48af12,2025-04-05 18:30:32,EPWA,2025-04-05 20:31:30,EGLL,LOT285  ,643,11,2296.0,32.0,1,8
18,48ad09,2025-04-05 18:29:11,EPWA,2025-04-05 19:22:17,LHBP,LOT539  ,249,34,2581.0,16.0,1,7
19,48adac,2025-04-05 18:26:15,EPWA,2025-04-05 20:22:10,LFPG,LOT2NC  ,792,34,2873.0,40.0,1,8
20,48978a,2025-04-05 18:10:01,EPWA,2025-04-05 18:44:20,EPGD,LOT3825 ,1036,87,3480.0,64.0,1,2
21,48ad82,2025-04-05 18:06:00,EPWA,2025-04-05 18:34:21,EPKK,LOT3921 ,825,87,179.0,2.0,1,1
22,489221,2025-04-05 17:55:34,EPWA,2025-04-05 20:08:42,,ENT7341 ,654,19,,,1,0
23,4b0293,2025-04-05 17:52:33,EPWA,2025-04-05 19:29:03,LSZT,SWR9BV  ,445,57,2735.0,1885.0,1,6
24,4caf95,2025-04-05 17:49:40,EPWA,2025-04-05 18:54:57,EKCH,SAS2752 ,92,26,5241.0,35.0,1,1
25,440828,2025-04-05 17:39:18,EPWA,2025-04-05 18:34:37,LOWW,AUA6P   ,674,34,969.0,7.0,1,2
26,4baa89,2025-04-05 17:36:17,EPWA,2025-04-05 19:26:19,LTFM,THY9NV  ,820,57,19555.0,838.0,1,0
27,485207,2025-04-05 17:33:11,EPWA,2025-04-05 19:08:28,EHAM,KLM1318 ,368,34,2693.0,57.0,1,1
28,3c644a,2025-04-05 17:20:00,EPWA,2025-04-05 18:46:29,EDDF,DLH6MV  ,785,103,5561.0,19.0,1,5
29,400877,2025-04-05 17:14:35,EPWA,2025-04-05 19:19:19,EGLL,BAW851W ,724,26,2320.0,17.0,1,8
