,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,49d09e,2025-04-17 18:41:30,,2025-04-17 22:17:52,EPWA,TVP7321 ,,,2389,72,0,1
1,471db6,2025-04-17 20:10:37,LIRP,2025-04-17 21:48:16,EPWA,WZZ297T ,9503.0,1545.0,2285,72,0,1
2,4d24b4,2025-04-17 18:35:38,LEMD,2025-04-17 21:35:13,EPWA,WZZ506  ,7190.0,198.0,2215,64,1,1
3,4d200e,2025-04-17 18:39:02,LEPA,2025-04-17 21:14:37,EPWA,WZZ90GH ,9464.0,989.0,2279,64,1,1
4,48d294,2025-04-17 20:34:09,,2025-04-17 21:11:42,EPWA,SPWWW   ,,,21623,72,0,3
5,48af0f,2025-04-17 17:42:04,,2025-04-17 21:09:07,EPWA,LOT6198 ,,,2267,64,0,1
6,471db4,2025-04-17 16:37:16,LPMA,2025-04-17 21:06:13,EPWA,WZZ26MQ ,9303.0,1526.0,2327,72,0,1
7,471f70,2025-04-17 19:02:33,EGGW,2025-04-17 21:00:47,EPWA,WZZ65ZL ,1682.0,159.0,2610,80,0,1
8,471f32,2025-04-17 18:34:04,LMML,2025-04-17 20:56:01,EPWA,WZZ5782 ,1082.0,53.0,2220,64,0,1
9,48ad08,2025-04-17 20:11:32,EPWR,2025-04-17 20:49:13,EPWA,LOT3860 ,682.0,36.0,2230,57,1,1
10,471f64,2025-04-17 18:11:16,LEBL,2025-04-17 20:45:28,EPWA,WZZ6366 ,1461.0,57.0,2645,80,0,1
11,471f6b,2025-04-17 19:10:31,LIME,2025-04-17 20:39:45,EPWA,WZZ9100 ,2138.0,226.0,2446,64,1,1
12,471fa0,2025-04-17 18:52:35,LSZM,2025-04-17 20:36:05,EPWA,WZZ55LZ ,2490.0,3.0,2306,64,1,1
13,440824,2025-04-17 19:41:40,LOWW,2025-04-17 20:32:31,EPWA,AUA6AW  ,2716.0,30.0,2039,49,0,1
14,48af12,2025-04-17 18:55:17,EHAM,2025-04-17 20:27:56,EPWA,LOT2MN  ,1775.0,4.0,1501,19,0,1
15,48ae85,2025-04-17 18:37:45,LFPG,2025-04-17 20:22:57,EPWA,LOT336  ,2058.0,147.0,2081,49,2,1
16,485a35,2025-04-17 18:37:43,EHAM,2025-04-17 20:08:51,EPWA,KLM73D  ,4674.0,4.0,2380,64,0,1
17,3c6741,2025-04-17 18:46:32,EDDF,2025-04-17 20:05:21,EPWA,DLH5UX  ,1812.0,33.0,1927,49,1,1
18,48af06,2025-04-17 17:03:35,,2025-04-17 20:02:26,EPWA,LOT67V  ,,,2225,64,0,1
19,4d241a,2025-04-17 16:45:55,LEMG,2025-04-17 20:00:19,EPWA,WZZ17VY ,7194.0,799.0,2491,80,0,1
20,44ce76,2025-04-17 18:23:16,EBMB,2025-04-17 19:58:56,EPWA,BEL9AN  ,432.0,0.0,2163,64,2,1
21,48ad19,2025-04-17 19:16:16,EPSC,2025-04-17 19:56:42,EPWA,LOT9KM  ,13531.0,1667.0,2297,64,0,1
22,48ae82,2025-04-17 18:18:00,LSZH,2025-04-17 19:54:44,EPWA,LOT3EM  ,1170.0,10.0,2246,64,1,1
23,3c6593,2025-04-17 18:44:49,EDDM,2025-04-17 19:52:58,EPWA,DLH3CN  ,2714.0,255.0,2372,72,0,1
24,48ac81,2025-04-17 18:05:03,LSGG,2025-04-17 19:51:15,EPWA,LOT416  ,3335.0,499.0,2137,57,1,1
25,48af19,2025-04-17 17:48:30,EGLL,2025-04-17 19:49:12,EPWA,LOT2EJ  ,1360.0,127.0,2232,57,3,1
26,48ac80,2025-04-17 18:21:19,EDDL,2025-04-17 19:44:53,EPWA,LOT6PA  ,251.0,0.0,1508,26,0,1
27,48ad0b,2025-04-17 18:10:30,ELLX,2025-04-17 19:41:43,EPWA,LOT2YM  ,52.0,65.0,1703,34,0,1
28,48ad0c,2025-04-17 18:45:09,LHBP,2025-04-17 19:38:02,EPWA,LOT532  ,914.0,1.0,2301,64,0,1
29,48ada0,2025-04-17 17:52:22,LIMC,2025-04-17 19:35:46,EPWA,LOT2FE  ,904.0,124.0,2842,87,2,1
30,48adaf,2025-04-17 18:01:00,ENGM,2025-04-17 19:34:17,EPWA,LOT484  ,1226.0,51.0,2325,64,0,1
31,48ae83,2025-04-17 17:54:30,EBMB,2025-04-17 19:32:14,EPWA,LOT4HE  ,665.0,7.0,1740,34,2,1
32,48ada2,2025-04-17 17:38:25,LIRF,2025-04-17 19:29:22,EPWA,LOT304  ,476.0,125.0,1683,34,0,1
33,49d2ee,2025-04-17 15:46:36,,2025-04-17 19:26:39,EPWA,TVP7305 ,,,1290,19,0,1
34,39bda6,2025-04-17 17:33:01,LFPG,2025-04-17 19:22:49,EPWA,AFR21LR ,1905.0,154.0,2506,80,2,1
35,48ad10,2025-04-17 18:03:04,EDDF,2025-04-17 19:19:55,EPWA,LOT3CG  ,1008.0,33.0,1503,26,1,1
36,48adac,2025-04-17 15:21:02,EPWA,2025-04-17 19:10:41,EPWA,LOT458  ,1169.0,26.0,2452,72,1,1
