,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,4d200e,2025-04-26 18:59:16,LEBL,2025-04-26 21:34:44,EPWA,WZZ6366 ,1562.0,49.0,1590,95,0,1
1,4d2022,2025-04-26 18:44:43,LMML,2025-04-26 21:18:08,EPWA,WZZ5782 ,1890.0,15.0,1677,87,0,1
2,471efd,2025-04-26 18:53:30,EGGW,2025-04-26 21:11:48,EPWA,WZZ65ZL ,1031.0,15.0,1537,102,0,1
3,471f32,2025-04-26 08:56:16,EPWA,2025-04-26 21:07:48,EPWA,WZZ9P   ,704.0,79.0,1673,87,1,1
4,48d961,2025-04-26 19:17:13,LIRA,2025-04-26 21:04:30,EPWA,PLF103  ,314.0,37.0,1359,110,0,1
5,4d245f,2025-04-26 19:37:01,,2025-04-26 20:58:22,EPWA,WZZ462  ,,,1684,87,0,1
6,48ae85,2025-04-26 18:22:52,,2025-04-26 20:54:48,EPWA,LOT6552 ,,,1689,87,0,1
7,471f66,2025-04-26 19:06:30,LSZM,2025-04-26 20:51:07,EPWA,WZZ55LZ ,2747.0,33.0,1386,110,1,1
8,471f64,2025-04-26 19:02:21,LIRP,2025-04-26 20:47:14,EPWA,WZZ297T ,1275.0,97.0,1439,110,0,1
9,471fa0,2025-04-26 19:03:21,LIME,2025-04-26 20:42:48,EPWA,WZZ9100 ,3344.0,439.0,1799,87,1,1
10,48af07,2025-04-26 17:18:06,,2025-04-26 20:35:26,EPWA,LOT730  ,,,1828,79,0,1
11,471f74,2025-04-26 17:32:19,LEMD,2025-04-26 20:32:29,EPWA,WZZ506  ,7012.0,183.0,1659,87,1,1
12,471f70,2025-04-26 17:58:38,LEPA,2025-04-26 20:29:42,EPWA,WZZ90GH ,2181.0,243.0,1630,95,1,1
13,4892c0,2025-04-26 18:12:17,EGGD,2025-04-26 20:25:27,EPWA,ENT577P ,313.0,90.0,1631,95,0,1
14,4cae84,2025-04-26 13:17:30,EPWA,2025-04-26 20:23:36,EPWA,ENT7124 ,1223.0,79.0,1512,95,1,1
15,4d24ad,2025-04-26 16:51:17,LEMG,2025-04-26 20:21:00,EPWA,WZZ17VY ,4862.0,707.0,1507,95,0,1
16,3c6754,2025-04-26 18:58:11,EDDF,2025-04-26 20:19:09,EPWA,DLH5UX  ,819.0,34.0,1483,95,1,1
17,48af19,2025-04-26 10:33:08,EPWA,2025-04-26 20:16:53,EPWA,LOT6690 ,1089.0,72.0,1518,95,1,1
18,48af08,2025-04-26 17:45:06,LGKO,2025-04-26 20:15:25,EPWA,LOT4JP  ,3432.0,423.0,1190,102,0,1
19,48ad02,2025-04-26 19:38:30,EPWR,2025-04-26 20:12:59,EPWA,LOT3860 ,7529.0,1050.0,1418,95,1,1
20,48af0e,2025-04-26 17:40:52,,2025-04-26 20:10:31,EPWA,LOT6376 ,,,1635,87,0,1
21,485a34,2025-04-26 18:30:37,EHAM,2025-04-26 20:05:16,EPWA,KLM73D  ,1773.0,72.0,1591,95,0,1
22,39e687,2025-04-26 18:06:26,LFPG,2025-04-26 20:02:58,EPWA,AFR21LR ,3480.0,63.0,1493,87,2,1
23,4891b9,2025-04-26 16:16:08,,2025-04-26 19:59:18,EPWA,ENT7006 ,,,1766,79,0,1
24,3c644e,2025-04-26 18:43:47,EDDM,2025-04-26 19:57:23,EPWA,DLH3CN  ,1398.0,3.0,1588,87,0,1
25,48ac82,2025-04-26 18:00:17,LFPG,2025-04-26 19:55:11,EPWA,LOT336  ,3953.0,25.0,1606,87,2,1
26,48adac,2025-04-26 18:41:14,EDDM,2025-04-26 19:52:02,EPWA,LOT6HT  ,1147.0,26.0,1757,79,0,1
27,49d2ee,2025-04-26 15:45:19,,2025-04-26 19:43:13,EPWA,TVP7333 ,,,1096,117,0,1
