,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48adaf,2025-04-21 21:18:37,EPWA,2025-04-21 21:46:42,EPRZ,LOT3803 ,1001,57,2764.0,121.0,1,1
1,48ad0b,2025-04-21 21:15:38,EPWA,2025-04-21 21:46:38,EPKK,LOT3911 ,1096,87,186.0,17.0,1,1
2,48ad83,2025-04-21 21:13:00,EPWA,2025-04-21 21:41:19,EPKT,LOT87M  ,1414,26,7717.0,352.0,1,1
3,48ac80,2025-04-21 21:10:17,EPWA,2025-04-21 22:25:16,EETN,LOT7YE  ,1048,57,503.0,24.0,1,1
4,48ad10,2025-04-21 21:06:16,EPWA,2025-04-21 22:29:33,LROP,LOT1KY  ,1288,42,2045.0,71.0,1,2
5,48ad01,2025-04-21 20:49:07,EPWA,2025-04-21 21:23:26,EPPO,LOT9WK  ,1162,34,92.0,2.0,1,3
6,48adb9,2025-04-21 20:46:41,EPWA,2025-04-21 21:25:14,EYVI,LOT773  ,972,34,46.0,7.0,1,2
7,48ad0e,2025-04-21 20:40:01,EPWA,2025-04-21 21:19:29,EPWR,LOT2KH  ,1166,34,296.0,1.0,1,2
8,48ae80,2025-04-21 19:40:56,EPWA,2025-04-21 21:04:32,ESSA,LOT6AD  ,1078,49,731.0,34.0,1,0
9,48af08,2025-04-21 19:02:39,EPWA,2025-04-21 20:03:09,EKCH,LOT4WM  ,1171,26,3006.0,131.0,1,0
10,471f32,2025-04-21 18:57:01,EPWA,2025-04-21 22:54:08,LPPT,WZZ32LJ ,1290,49,2625.0,22.0,1,4
11,48ad03,2025-04-21 18:55:32,EPWA,2025-04-21 20:29:45,EDDF,LOT3MA  ,1135,34,3521.0,117.0,1,5
12,48ad19,2025-04-21 18:51:00,EPWA,2025-04-21 20:06:08,EDDM,LOT355  ,1430,103,3612.0,19.0,1,3
13,48ada4,2025-04-21 18:49:02,EPWA,2025-04-21 19:42:16,EDDB,LOT7AN  ,1036,57,787.0,51.0,1,2
14,48af12,2025-04-21 18:47:35,EPWA,2025-04-21 20:58:00,EGLL,LOT285  ,1017,57,2467.0,35.0,1,5
15,48978a,2025-04-21 18:44:31,EPWA,2025-04-21 19:55:34,EDDH,LOT397  ,984,26,1522.0,44.0,1,3
16,48ada3,2025-04-21 18:42:45,EPWA,2025-04-21 20:21:16,EHAM,LOT6MB  ,1149,49,5053.0,3.0,1,0
17,48ada1,2025-04-21 18:40:11,EPWA,2025-04-21 19:40:09,LKPR,LOT529  ,1393,19,159.0,14.0,1,8
18,489787,2025-04-21 18:38:37,EPWA,2025-04-21 19:09:21,EPPO,LOT3AV  ,879,125,140.0,5.0,1,3
19,4ca4f4,2025-04-21 18:36:31,EPWA,2025-04-21 20:17:08,EBNM,RYR8LC  ,1499,64,11684.0,573.0,1,6
20,48ada8,2025-04-21 18:34:35,EPWA,2025-04-21 20:32:19,LFPG,LOT2NC  ,1068,34,3643.0,238.0,1,8
21,48ad81,2025-04-21 18:30:44,EPWA,2025-04-21 19:50:37,LROP,LOT639  ,1039,64,1732.0,110.0,1,2
22,489786,2025-04-21 18:27:47,EPWA,2025-04-21 18:54:00,EPKT,LOT3887 ,1101,95,6462.0,291.0,1,1
23,48ada6,2025-04-21 18:15:50,EPWA,2025-04-21 19:49:53,EDDL,LOT5NG  ,1186,57,3069.0,107.0,1,3
24,48ada2,2025-04-21 18:14:18,EPWA,2025-04-21 20:28:33,LTFM,LOT3MT  ,1160,64,6083.0,320.0,1,2
