,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48da43,2025-04-03 21:43:46,,2025-04-03 22:08:42,EPWA,PLF633  ,,,483,34,0,1
1,48af08,2025-04-03 17:34:40,,2025-04-03 21:09:04,EPWA,LOT6198 ,,,1641,56,0,1
2,4d245f,2025-04-03 18:20:31,LMML,2025-04-03 21:03:50,EPWA,WZZ5782 ,1669.0,53.0,1908,41,0,1
3,471f6d,2025-04-03 18:56:10,EGGW,2025-04-03 21:01:34,EPWA,WZZ65ZL ,1244.0,45.0,1588,72,0,1
4,4d252b,2025-04-03 16:15:43,LPMA,2025-04-03 20:59:51,EPWA,WZZ26MQ ,846.0,131.0,1602,56,0,1
5,471efd,2025-04-03 19:14:40,LIME,2025-04-03 20:57:13,EPWA,WZZ9100 ,2534.0,317.0,1812,56,1,1
6,471f31,2025-04-03 18:20:18,LEBL,2025-04-03 20:55:31,EPWA,WZZ6366 ,1371.0,26.0,1607,64,0,1
7,4d2020,2025-04-03 17:49:16,LEMD,2025-04-03 20:50:38,EPWA,WZZ506  ,6997.0,259.0,1551,56,1,1
8,471f6a,2025-04-03 19:00:55,LIRP,2025-04-03 20:48:32,EPWA,WZZ297T ,485.0,5.0,1579,72,0,1
9,44082a,2025-04-03 19:38:52,LOWW,2025-04-03 20:40:51,EPWA,AUA6AW  ,222.0,68.0,1726,56,0,1
10,471fa0,2025-04-03 17:14:43,LEMG,2025-04-03 20:37:33,EPWA,WZZ17VY ,4078.0,517.0,1673,56,0,1
11,4d24b4,2025-04-03 19:25:12,EKCH,2025-04-03 20:29:00,EPWA,WZZ9521 ,3161.0,73.0,1684,56,0,1
12,471f65,2025-04-03 18:46:05,LSZM,2025-04-03 20:26:20,EPWA,WZZ55LZ ,1074.0,48.0,1602,64,1,1
13,471f6b,2025-04-03 17:41:26,LEPA,2025-04-03 20:23:44,EPWA,WZZ90GH ,1690.0,273.0,1602,64,1,1
14,48af10,2025-04-03 18:24:38,LFPG,2025-04-03 20:21:08,EPWA,LOT336  ,1495.0,55.0,1171,87,2,1
15,48ada7,2025-04-03 18:22:49,LSGG,2025-04-03 20:16:59,EPWA,LOT416  ,1818.0,263.0,865,95,1,1
16,48ac82,2025-04-03 18:33:34,EHAM,2025-04-03 20:14:51,EPWA,LOT2MN  ,1319.0,72.0,1105,87,0,1
17,3c6593,2025-04-03 18:49:32,EDDM,2025-04-03 20:13:19,EPWA,DLH3CN  ,1407.0,56.0,1530,64,0,1
18,48adac,2025-04-03 19:31:10,EPGD,2025-04-03 20:11:27,EPWA,LOT7VL  ,264.0,72.0,1677,56,0,1
19,484163,2025-04-03 18:31:45,EHAM,2025-04-03 20:09:20,EPWA,KLM73D  ,1936.0,49.0,2001,41,0,1
20,48ada5,2025-04-03 18:22:20,LIMC,2025-04-03 20:07:49,EPWA,LOT2FE  ,1500.0,81.0,1637,56,2,1
21,3c66e8,2025-04-03 18:38:16,EDDF,2025-04-03 20:06:18,EPWA,DLH5UX  ,934.0,65.0,1650,56,1,1
22,48ad19,2025-04-03 19:25:44,EPWR,2025-04-03 20:05:09,EPWA,LOT3860 ,690.0,92.0,1078,95,1,1
23,48cb15,2025-04-03 16:15:05,,2025-04-03 20:03:02,EPWA,TVP7305 ,,,1577,64,0,1
24,48adaf,2025-04-03 19:17:00,,2025-04-03 20:01:44,EPWA,LOT9KM  ,,,1517,72,0,1
25,49d2ee,2025-04-03 08:03:11,EPWA,2025-04-03 19:59:48,EPWA,TVP7320 ,1487.0,34.0,1108,95,1,1
26,44ce78,2025-04-03 18:13:37,EBBR,2025-04-03 19:56:03,EPWA,BEL9AN  ,1321.0,56.0,1511,64,2,1
27,48ac81,2025-04-03 18:09:35,LSZH,2025-04-03 19:52:53,EPWA,LOT3EM  ,1840.0,58.0,1206,79,1,1
28,48af01,2025-04-03 17:59:34,EBBR,2025-04-03 19:46:43,EPWA,LOT4HE  ,1336.0,63.0,1588,64,2,1
29,4cae84,2025-04-03 15:56:20,,2025-04-03 19:44:21,EPWA,ENT12TU ,,,3158,11,0,1
30,48ad0b,2025-04-03 18:04:17,ELLX,2025-04-03 19:43:27,EPWA,LOT2YM  ,2196.0,48.0,2201,34,0,1
31,48af12,2025-04-03 17:33:34,EGLL,2025-04-03 19:40:02,EPWA,LOT2EJ  ,646.0,17.0,1767,56,3,1
32,48adb9,2025-04-03 17:34:18,LIRF,2025-04-03 19:37:14,EPWA,LOT304  ,167.0,95.0,1525,72,0,1
33,48ada1,2025-04-03 18:09:43,EDDF,2025-04-03 19:34:20,EPWA,LOT3CG  ,1090.0,57.0,863,95,1,1
34,48af0e,2025-04-03 16:40:37,,2025-04-03 19:32:29,EPWA,LOT67V  ,,,1213,87,0,1
35,39e680,2025-04-03 17:33:30,LFPG,2025-04-03 19:28:52,EPWA,AFR21LR ,1490.0,101.0,1670,56,2,1
36,48ae82,2025-04-03 17:51:25,ENGM,2025-04-03 19:26:39,EPWA,LOT484  ,1330.0,70.0,1089,95,0,1
37,48ad0c,2025-04-03 18:28:31,LHBP,2025-04-03 19:24:59,EPWA,LOT532  ,975.0,67.0,1256,79,0,1
38,48ae85,2025-04-03 17:46:07,EDDL,2025-04-03 19:20:12,EPWA,LOT6PA  ,251.0,75.0,1199,95,0,1
39,48ad84,2025-04-03 18:02:10,EDDM,2025-04-03 19:18:36,EPWA,LOT6HT  ,1246.0,34.0,1124,87,0,1
40,48af0b,2025-04-03 15:33:14,LPPT,2025-04-03 19:16:23,EPWA,LOT5JL  ,738.0,76.0,1817,56,1,1
41,489789,2025-04-03 17:55:07,EKBI,2025-04-03 19:12:42,EPWA,LOT4LK  ,2040.0,31.0,1479,72,0,1
42,3ceee1,2025-04-03 18:03:11,EKRK,2025-04-03 19:10:15,EPWA,VJH313  ,437.0,24.0,1473,64,0,1
