,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
0,48da43,2025-04-02 21:36:32,,2025-04-02 22:00:37,EPWA,PLF633  ,,,183,41,0,1
1,48ad09,2025-04-02 19:41:21,,2025-04-02 19:56:09,EPWA,LOT7VL  ,,,8304,293,0,2
2,48af12,2025-04-02 18:02:14,EHAM,2025-04-02 19:55:47,EPWA,LOT2MN  ,4739.0,65.0,2151,34,0,1
3,48ae86,2025-04-02 17:51:30,EBBR,2025-04-02 19:46:58,EPWA,LOT4HE  ,1352.0,40.0,2373,18,2,1
4,48ac81,2025-04-02 18:08:02,EDDF,2025-04-02 19:38:15,EPWA,LOT3CG  ,1427.0,57.0,2222,18,1,1
5,3b76a5,2025-04-02 17:30:43,LFPV,2025-04-02 19:37:37,EPWA,CTM004  ,973.0,10.0,4405,95,3,1
6,48af0d,2025-04-02 17:49:07,EDDL,2025-04-02 19:29:17,EPWA,LOT6PA  ,926.0,60.0,2370,26,0,1
7,48ad0f,2025-04-02 17:49:31,EDDS,2025-04-02 19:18:27,EPWA,LOT7PK  ,1528.0,38.0,2156,26,0,1
8,48ad0b,2025-04-02 17:51:16,EDDH,2025-04-02 19:11:33,EPWA,LOT2CF  ,1486.0,107.0,2260,26,0,1
9,48ada2,2025-04-02 17:50:14,EDDM,2025-04-02 19:11:25,EPWA,LOT6HT  ,1155.0,34.0,2214,26,0,1
10,489789,2025-04-02 17:28:44,LIPZ,2025-04-02 19:04:44,EPWA,LOT312  ,3564.0,622.0,1105,87,1,1
11,48af07,2025-04-02 17:44:18,EKCH,2025-04-02 18:49:56,EPWA,LOT6KC  ,3285.0,50.0,1769,56,0,1
12,48adaf,2025-04-02 17:23:05,ESSA,2025-04-02 18:42:56,EPWA,LOT458  ,2294.0,125.0,1499,64,0,1
13,48ad87,2025-04-02 17:40:13,LOWW,2025-04-02 18:39:17,EPWA,LOT226  ,170.0,68.0,1763,49,0,1
14,440af5,2025-04-02 17:30:31,EVRA,2025-04-02 18:22:58,EPWA,TAY2IX  ,745.0,19.0,3288,26,1,1
15,489788,2025-04-02 17:15:03,EDDB,2025-04-02 18:09:15,EPWA,LOT3KT  ,2892.0,101.0,1716,49,0,1
16,4d2128,2025-04-02 16:18:31,,2025-04-02 17:54:58,EPWA,VCJ78M  ,,,1178,72,0,1
17,4d24d5,2025-04-02 15:40:17,,2025-04-02 17:29:37,EPWA,WMT919  ,,,1933,34,0,1
18,489787,2025-04-02 16:50:30,EPPO,2025-04-02 17:27:24,EPWA,LOT3948 ,1193.0,93.0,995,87,2,1
19,48af0b,2025-04-02 13:38:54,LPPT,2025-04-02 17:24:25,EPWA,LOT5JL  ,1429.0,137.0,1901,41,1,1
20,48ad0e,2025-04-02 15:50:06,LBSF,2025-04-02 17:22:52,EPWA,LOT6PD  ,1598.0,154.0,1112,79,0,1
21,4b0295,2025-04-02 15:41:31,LSZH,2025-04-02 17:20:48,EPWA,SWR2QK  ,1175.0,12.0,1043,79,1,1
22,48ada3,2025-04-02 15:54:04,LROP,2025-04-02 17:18:40,EPWA,LOT646  ,5249.0,567.0,1089,79,1,1
23,48ad0d,2025-04-02 15:32:31,LWSK,2025-04-02 17:14:45,EPWA,LOT3NM  ,7031.0,1362.0,793,87,0,1
24,48ada7,2025-04-02 16:24:02,EYVI,2025-04-02 17:12:37,EPWA,LOT776  ,1189.0,90.0,1143,72,0,1
